cell,ego_init_id,split,scenario_dir,sample_id,sample_step,history_start_step,future_end_step,temporal_attribution,valid_future_steps,usable,full_horizon,history_collision_overlap,future_collision_overlap,sample_after_first_collision,collision_affected_usable
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,24,116,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,3,True,False,,,,True
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,25,120,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,2,True,False,,,,True
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,26,124,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,1,True,False,,,,True
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,27,128,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,28,132,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,29,136,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,30,140,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,31,144,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,32,148,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,33,152,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,34,156,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,35,160,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,36,164,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,37,168,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,38,172,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,39,176,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,40,180,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,41,184,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,42,188,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,43,192,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,44,196,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,45,200,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,46,204,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,47,208,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,48,212,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,49,216,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,50,220,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,51,224,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,52,228,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,53,232,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,54,236,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,55,240,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,56,244,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,57,248,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,58,252,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,59,256,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,60,260,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,61,264,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,62,268,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,63,272,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,64,276,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,8,train,scenario_uk_give_way_ego_init_08_smpc_fixed_risk,65,280,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,0,20,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,1,24,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,2,28,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,3,32,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,4,36,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,5,40,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,6,44,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,7,48,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,8,52,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,9,56,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,10,60,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,11,64,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,12,68,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,13,72,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,14,76,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,15,80,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,16,84,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,17,88,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,18,92,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,9,True,False,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,19,96,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,8,True,False,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,20,100,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,7,True,False,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,21,104,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,6,True,False,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,22,108,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,5,True,False,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,23,112,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,4,True,False,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,24,116,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,3,True,False,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,25,120,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,2,True,False,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,26,124,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,1,True,False,,,,True
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,27,128,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,28,132,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,29,136,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,30,140,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,31,144,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,32,148,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,33,152,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,34,156,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,35,160,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,36,164,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,37,168,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,38,172,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,39,176,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,40,180,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,41,184,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,42,188,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,43,192,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,44,196,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,45,200,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,46,204,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,47,208,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,48,212,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,49,216,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,50,220,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,51,224,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,52,228,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,53,232,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,54,236,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,55,240,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,56,244,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,57,248,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,58,252,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,59,256,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,60,260,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,61,264,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,62,268,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,63,272,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,64,276,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,65,280,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,66,284,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,67,288,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,68,292,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,69,296,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,70,300,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,71,304,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_FIXED,10,train,scenario_uk_give_way_ego_init_10_smpc_fixed_risk,72,308,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,0,False,False,,,,False
S1_ADAPTIVE,7,train,scenario_uk_give_way_ego_init_07_smpc_var_risk,0,20,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_ADAPTIVE,7,train,scenario_uk_give_way_ego_init_07_smpc_var_risk,1,24,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_ADAPTIVE,7,train,scenario_uk_give_way_ego_init_07_smpc_var_risk,2,28,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_ADAPTIVE,7,train,scenario_uk_give_way_ego_init_07_smpc_var_risk,3,32,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_ADAPTIVE,7,train,scenario_uk_give_way_ego_init_07_smpc_var_risk,4,36,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_ADAPTIVE,7,train,scenario_uk_give_way_ego_init_07_smpc_var_risk,5,40,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_ADAPTIVE,7,train,scenario_uk_give_way_ego_init_07_smpc_var_risk,6,44,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_ADAPTIVE,7,train,scenario_uk_give_way_ego_init_07_smpc_var_risk,7,48,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_ADAPTIVE,7,train,scenario_uk_give_way_ego_init_07_smpc_var_risk,8,52,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_ADAPTIVE,7,train,scenario_uk_give_way_ego_init_07_smpc_var_risk,9,56,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_ADAPTIVE,7,train,scenario_uk_give_way_ego_init_07_smpc_var_risk,10,60,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_ADAPTIVE,7,train,scenario_uk_give_way_ego_init_07_smpc_var_risk,11,64,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_ADAPTIVE,7,train,scenario_uk_give_way_ego_init_07_smpc_var_risk,12,68,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_ADAPTIVE,7,train,scenario_uk_give_way_ego_init_07_smpc_var_risk,13,72,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_ADAPTIVE,7,train,scenario_uk_give_way_ego_init_07_smpc_var_risk,14,76,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_ADAPTIVE,7,train,scenario_uk_give_way_ego_init_07_smpc_var_risk,15,80,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_ADAPTIVE,7,train,scenario_uk_give_way_ego_init_07_smpc_var_risk,16,84,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_ADAPTIVE,7,train,scenario_uk_give_way_ego_init_07_smpc_var_risk,17,88,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,10,True,True,,,,True
S1_ADAPTIVE,7,train,scenario_uk_give_way_ego_init_07_smpc_var_risk,18,92,,,rollout_level_conservative_upper_bound_missing_carla_frame_anchor,9,True,False,,,,True
